Subject,Title,Summary,Link
q-bio,Fixation in a cyclic Lotka-Volterra model,"We study a cyclic Lotka-Volterra model of N interacting species populating a d-dimensional lattice. In the realm of a Kirkwood approximation, a critical number of species N_c(d) above which the system fixates is determined analytically. We find N_c=5,14,23 in dimensions d=1,2,3, in remarkably good agreement with simulation results in two dimensions.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Genetic Polymorphism in Evolving Population,"We present a model for evolving population which maintains genetic polymorphism. By introducing random mutation in the model population at a constant rate, we observe that the population does not become extinct but survives, keeping diversity in the gene pool under abrupt environmental changes. The model provides reasonable estimates for the proportions of polymorphic and heterozygous loci and for the mutation rate, as observed in nature.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Theory and Phenomenology of Mixed Amphiphilic Aggregates,"We give a short overview of existing approaches describing shapes and energetics of amphiphilic aggregates. In particular, we consider recent experimental data and theory in relation to mixed aggregates. We point out the outstanding questions deserving further investigations such as stability of single-component vesicles and size growth of mixed vesicles induced by micelle-forming surfactants.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Fractional Populations in Sex-linked Inheritance,We study the fractional populations in chromosome inherited diseases. The governing equations for the fractional populations are found and solved in the presence of mutation and selection. The physical fixed points obtained are used to discuss the cases of color blindness and hemophilia.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Lattice-gas model for collective biological motion,A simple self-driven lattice-gas model for collective biological motion is introduced. We find weakly first order phase transition from individual random walks to collective migration. A mean-field theory is presented to support the numerical results.,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Punctuated equilibrium in an evolving bacterial population,"Recently, Lenski et al have carried out an experiment on bacterial evolution. Their findings support the theory of punctuated equilibrium in biological evolution. We show that the M=2 Bak-Sneppen model can explain some of the experimental results in a qualitative manner.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Generalization in the Hopfield Model,In the Hopfield model the ability of the network to generalization is studied in the case of the network trained by one input image ({\it the standard}).,http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Statistical Mechanics of Recurrent Neural Networks I. Statics,"A lecture notes style review of the equilibrium statistical mechanics of recurrent neural networks with discrete and continuous neurons (e.g. Ising, coupled-oscillators). To be published in the Handbook of Biological Physics (North-Holland). Accompanied by a similar review (part II) dealing with the dynamics.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Statistical Mechanics of Recurrent Neural Networks II. Dynamics,"A lecture notes style review of the non-equilibrium statistical mechanics of recurrent neural networks with discrete and continuous neurons (e.g. Ising, graded-response, coupled-oscillators). To be published in the Handbook of Biological Physics (North-Holland). Accompanied by a similar review (part I) dealing with the statics.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Pulling Hairpinned Polymers,"We introduce a model of thermalized conformations in space of RNA -or single stranded DNA- molecules, which includes the possibility of hairpin formation. This model contains the usual secondary structure information, but extends it to the study of one element of the ternary structure, namely the end-to-end distance. The computed force-elongation characteristics is in good agreemement with some recent measurements on single stranded DNA molecules.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,On pinning and snapping of elastic strands,"The transient network literature up to now has considered that the connection probability of a free strand does not depend on the strand extension, in contrast with the disconnection probability. We argue that, on thermodynamic grounds, both probabilities must have the same dependence on the strand extension. We propose a model for the pinning/snapping of elastic strands reversibly binding to sticky sites, giving explicit expressions for the connection and disconnection rates.",http://arxiv.org/abs/cond-mat/9608014v2
q-bio,Phase Behavior of a Simple Model for Membrane Proteins,"We report a numerical simulation of the phase diagram of a simple model for membrane proteins constrained to move in a plane. In analogy with the corresponding three dimensional models, the liquid-gas transition becomes metastable as the range of attraction decreases. Spontaneous crystallization happens much more readily in the two dimensional models rather than in their three dimensional counterparts.",http://arxiv.org/abs/cond-mat/9608014v2
